"LANG_ISO","area","L1_pop","Bordering_LR","IE","PC_Phoible","PC_Creanza","min_dist11k","min_dist25k","min_distCont","max_areakm2","in_Phoible","in_Creanza","macroarea","macroarea_Africa","macroarea_Australia","macroarea_Eurasia","macroarea_North America","macroarea_Papunesia","macroarea_South America","macroarea_NA"
"sva",2857.92690978944,15000,3,FALSE,47,37,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"svb",79.4463750622235,2800,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"svc",380.190962018445,NA,NA,TRUE,NA,NA,205498.865590822,205498.865590822,205498.865590822,355.666542161256,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"sve",6.97662172745913,330,1,TRUE,NA,NA,276528.243114547,276528.243114547,397582.602866305,49.3176451735198,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"svr",361.301735667512,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"svs",28.6797503530979,2420,0,TRUE,22,22,941192.512262138,941192.512262138,1697136.11568966,30.2145818155259,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"swb",373.266650067642,92800,1,TRUE,NA,NA,295300.731220607,295300.731220607,476781.054514949,378.632950612344,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"swc",477182.340579644,2000,12,FALSE,NA,26,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"swe",456259.320769227,9111000,14,FALSE,70,34,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"swf",57.8240593682276,2500,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"swg",6257.57286988734,819000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"swh",116255.038615133,15333360,15,FALSE,73,31,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"swi",3068.45628319122,300120,13,FALSE,115,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"swj",14540.9008114827,39400,9,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"swk",2148.8252106728,270000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"swm",25.4108818657696,90,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"swn",2342.52283104509,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"swo",188.039204790723,9,1,FALSE,18,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"swp",598.423751575872,6800,7,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"swq",84.9806023670826,5100,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"swr",3.03448481671512,300,0,TRUE,NA,NA,33446.6520545795,33446.6520545795,1106571.50552988,5.92428511870094,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"sws",497.473918103613,2840,0,TRUE,NA,NA,352296.54588656,352296.54588656,352296.54588656,3304.30722229835,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"swt",104.010400417261,3000,2,TRUE,NA,NA,31987.4676484376,31987.4676484376,625460.062463832,2136.57240726985,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"swu",1845.70866860147,5000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"swv",29986.3272624351,3000000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"sww",16.4313289225101,20,0,TRUE,NA,NA,615633.450429286,615633.450429286,1894289.56034723,512.590802080929,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"swx",1932.04342949018,140,0,FALSE,23,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"swy",412.502526043681,2000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"sxb",678.175788122142,139000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"sxe",238.240993427833,1000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"sxg",1526.96754596755,1800,1,FALSE,221,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"sxm",239.655490735546,NA,NA,FALSE,41,NA,0,0,0,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"sxn",1166.24035759387,255000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"sxr",0.141909919679165,10,0,FALSE,NA,18,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"sxs",41.7989511919441,12500,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"sxu",18141.5210303627,2000000,1,FALSE,70,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"sxw",607.440724619853,170000,8,FALSE,38,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"sya",4396.59952494777,60000,4,FALSE,NA,19,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"syb",5696.08692130912,140000,6,FALSE,NA,22,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"syc",2806.06996860728,0,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"syi",592.037140279965,14690,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"syk",45.2917962676147,14800,8,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"syl",83249.4046934042,10000000,13,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"sym",1610.93846479387,38000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"syn",18792.2273737304,60,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"syo",139.301003435627,860,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"sys",2464.50188317942,12300,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"syw",84.2795715164393,100,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"sza",7563.50782902772,4100,7,FALSE,51,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"szb",2746.46517081093,18000,12,FALSE,NA,19,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"szc",13247.0496952329,2000,5,FALSE,NA,35,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"szd",7159.99415531696,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"sze",530.968050082214,3000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"szg",6612.49459866254,17000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"szl",57126.0478956336,60000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"szn",860.110627209069,20000,1,TRUE,NA,NA,209908.471282261,209908.471282261,1159377.59132601,1232.99587389641,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"szp",344.986368888989,1100,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"szv",148.768052807078,800,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"szw",1244.70529629296,12000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"taa",736.664533849806,15,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"tab",1157.59411242604,126000,5,FALSE,NA,43,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tac",2965.35329785384,10000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"tad",2868.39457235904,300,10,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tae",1444.0389262187,100,4,FALSE,38,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"taf",1888.38150918437,560,1,FALSE,23,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"tag",872.341342412401,13000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tah",1545.5976690799,63000,0,TRUE,NA,15,3701609.92332973,3701609.92332973,5668106.83321713,1053.44493346475,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"taj",13031.9874127246,1197500,19,FALSE,129,27,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tak",94.0080002760515,1000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tal",223.326752841007,10000,7,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tam",172258.599285066,64470000,8,FALSE,112,30,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tan",1291.67304574512,130000,16,FALSE,60,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"tao",47.3193661253899,3380,0,TRUE,NA,NA,62221.3959949137,62221.3959949137,399810.041698787,51.1011389046907,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tap",52275.2116516659,281600,8,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"taq",630106.899538196,281200,14,FALSE,43,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"tar",13803.8196230717,30000,5,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"tas",2995.86159763485,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tat",69216.2560917865,4608800,10,FALSE,43,32,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tau",374.844555463642,110,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"tav",2850.25422724057,400,7,FALSE,34,17,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"taw",23.6800935948268,900,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tax",313.100384911057,500,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tay",4706.54493638501,84300,4,FALSE,77,25,0,0,0,NA,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"taz",19.7521760354284,3800,4,FALSE,27,26,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"tba",1044.70920895878,180,2,FALSE,57,NA,0,0,0,NA,FALSE,TRUE,"South America",0,0,0,0,0,1,0
"tbb",133089.354251683,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tbc",276.724690611474,40000,3,TRUE,NA,21,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tbd",44.8108758032322,630,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tbe",10.7313235010952,15,2,TRUE,NA,NA,1009481.14579797,1009481.14579797,2077985.63168444,69.4324594028294,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tbf",274.71917593712,4000,0,TRUE,NA,NA,126646.353613883,126646.353613883,1349383.6595565,124.453748755157,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tbg",431.895930701867,6000,6,FALSE,NA,16,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tbh",208695.276948068,0,5,FALSE,50,18,0,0,0,NA,FALSE,FALSE,"Australia",0,1,0,0,0,0,0
"tbi",952.215471952222,67200,1,FALSE,82,31,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"tbj",52.1330131012946,790,1,TRUE,NA,NA,146573.579132516,146573.579132516,1244767.3118495,116.665447282139,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tbk",1710.31694015302,10000,1,TRUE,NA,21,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tbl",2141.62409685086,95300,3,FALSE,NA,22,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tbm",11439.7677842379,17000,20,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tbn",401.843951086048,300,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"tbo",641.381993960589,20000,8,FALSE,NA,19,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tbp",1169.54298468353,300,7,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tbr",365.562212673947,7300,3,FALSE,55,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"tbs",89.3648936934769,740,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tbt",4202.54379066121,150000,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tbu",48168.9214106314,0,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"tbv",246.759783372283,NA,NA,FALSE,NA,24,0,0,0,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"tbw",3548.60554633476,10000,3,FALSE,NA,20,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tbx",124.945342049003,2350,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tby",1529.79524144856,15000,14,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tbz",4325.03533648653,147500,13,FALSE,32,25,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"tca",30774.8958005265,47200,6,FALSE,100,26,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"tcb",657.709921013564,60,0,FALSE,54,NA,0,0,0,NA,FALSE,TRUE,"North America",0,0,0,1,0,0,0
"tcc",11263.1282024078,87800,15,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tcd",44.2204161095542,4400,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tce",660.293991856277,140,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"tcf",1062.51414822973,37500,6,FALSE,NA,25,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"tcg",1070.73233636189,3500,4,FALSE,NA,13,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tch",493.650818698108,NA,NA,TRUE,NA,NA,152491.302402263,152491.302402263,891449.154615302,309.167630493641,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tci",462.311333064921,700,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tck",2.81597925946699,2000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tcl",5300.35262626223,0,0,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tcm",909.40878982516,500,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tcn",171.816966678947,2420,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tco",831.577520338818,40000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tcp",482.445719270036,700,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tcq",352.739946951624,220,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tcs",1735461.33504877,6040,29,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Australia",0,1,0,0,0,0,0
"tct",568.040121918544,20000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tcu",5206.89055424929,5410,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"tcw",96.3463781699538,540,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"North America",0,0,0,1,0,0,0
"tcx",259.196110827848,1560,2,FALSE,53,46,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tcy",6971.54674570169,1720000,6,FALSE,107,34,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tcz",3968.49791887775,269200,21,FALSE,34,28,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tda",43892.1881997124,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tdb",963.503286847845,194000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tdc",1417.50603818707,1000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"tdd",30226.3375620618,717400,39,FALSE,29,NA,0,0,0,NA,FALSE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tdf",297.79328003712,29100,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tdg",3363.45585108548,323000,10,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tdh",384.57541882433,20700,11,FALSE,38,38,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tdi",23.5989480060525,600,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tdj",467.80757025053,12000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tdk",69.6569941568887,3000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tdl",139.599399751634,5000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tdn",426.675880755996,92000,3,FALSE,NA,23,0,0,0,NA,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tdo",179.993455111631,4000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tdq",783.142598863808,3420,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tdr",206.05246158503,6000,3,FALSE,NA,34,0,0,0,NA,TRUE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tds",748.886180269066,70,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tdt",51.5714298561215,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tdu",25.2638977747411,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tdv",68.8282426515361,3930,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tdx",42502.0432213768,1300000,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tdy",827.515713689849,4150,4,TRUE,NA,NA,13542.8147169709,13542.8147169709,1124520.29950351,9931.21502584592,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tea",8324.14972461527,28000,5,FALSE,49,32,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"teb",3733.68380772683,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tec",807.682962525912,601000,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"ted",4761.00018287293,31210,7,FALSE,39,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"tee",249.86287484318,3000,3,FALSE,36,26,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"tef",54.4742913618684,2080,0,TRUE,NA,NA,368318.482478776,368318.482478776,553680.262192357,89.169278674759,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"teg",15417.1661026129,139300,7,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"teh",24181.5532365143,NA,NA,FALSE,66,30,0,0,0,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"tei",76.5233048009686,520,6,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tek",19927.1264546702,203200,12,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tel",243965.80760646,73800000,7,FALSE,206,28,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tem",17695.3996175049,1230000,11,FALSE,91,25,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"ten",8507.76170382235,0,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"South America",0,0,0,0,0,1,0
"teo",12700.2770625934,1909000,11,FALSE,NA,24,0,0,0,NA,TRUE,FALSE,"Africa",1,0,0,0,0,0,0
"tep",22434.7849235125,0,1,FALSE,NA,22,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"teq",74.5689823590219,13000,2,FALSE,25,29,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"ter",19622.1513366876,15800,2,FALSE,23,21,0,0,0,NA,FALSE,FALSE,"South America",0,0,0,0,0,1,0
"tes",241.064219734631,80000,2,FALSE,42,NA,0,0,0,NA,FALSE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tet",4807.17162137106,463500,9,FALSE,37,20,0,0,0,NA,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"teu",537.645392331062,50,2,FALSE,28,28,0,0,0,NA,FALSE,FALSE,"Africa",1,0,0,0,0,0,0
"tev",18.343954754062,1100,0,TRUE,NA,NA,134167.720173288,134167.720173288,706173.606792137,22.3083440968767,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tew",735.98286383599,1500,2,FALSE,57,40,0,0,0,NA,FALSE,FALSE,"North America",0,0,0,1,0,0,0
"tex",92.3838653352577,10000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tey",199.026562536834,2500,2,FALSE,59,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"tfi",263.560461156201,66000,6,FALSE,41,NA,0,0,0,NA,FALSE,TRUE,"Africa",1,0,0,0,0,0,0
"tfn",8183.84406678751,75,1,FALSE,NA,38,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"tfo",160.52873870125,100,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tfr",3536.14656617306,3300,4,FALSE,NA,30,0,0,0,NA,TRUE,FALSE,"North America",0,0,0,1,0,0,0
"tft",219.320277425111,42000,2,TRUE,25,NA,0,0,0,NA,FALSE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tga",47.883346012095,100000,1,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tgb",409.717972416431,0,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tgc",552.528455892578,6000,2,TRUE,17,18,30019.1670348989,30019.1670348989,1244767.3118495,7123.03473680466,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tgd",67.8660135023529,2000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Africa",1,0,0,0,0,0,0
"tge",464.953689036891,3980,4,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tgf",113.092275753617,1500,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Eurasia",0,0,1,0,0,0,0
"tgg",198.770994185936,NA,NA,TRUE,NA,21,30019.1670348989,30019.1670348989,1261134.28025275,7123.03473680466,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,1
"tgh",283.141023769509,NA,NA,TRUE,NA,NA,119603.122867794,119603.122867794,119603.122867794,312.776065846905,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tgi",224.495517469943,550,3,TRUE,NA,NA,265963.720277835,265963.720277835,1421666.37798217,8784.24771397654,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tgk",104005.45632804,4274000,17,FALSE,58,28,0,0,0,NA,FALSE,FALSE,"Eurasia",0,0,1,0,0,0,0
"tgl",28415.2804044206,21500000,19,FALSE,101,20,0,0,0,NA,FALSE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tgo",767.88521820493,2000,1,TRUE,NA,24,280154.526822502,280154.526822502,935939.616211827,820.922705922276,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tgp",15.957895969972,800,4,TRUE,NA,19,569961.338364069,569961.338364069,1795687.39942717,4086.34549542703,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tgq",100.661745395977,550,5,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tgr",489.650089332834,NA,NA,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,1
"tgs",71.3828604314476,900,1,TRUE,NA,19,732863.912585655,732863.912585655,1943580.9915016,346.123539658263,TRUE,FALSE,"Papunesia",0,0,0,0,1,0,0
"tgt",558.66375638172,2000,2,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
"tgu",111.888186176307,3000,3,FALSE,NA,NA,0,0,0,NA,TRUE,TRUE,"Papunesia",0,0,0,0,1,0,0
